versao,acuracia,acuracia_balanceada,f1_macro,kappa_vs_verdade,taxa_indeterminacao,acuracia_condicional_cobertura,precisao_normal,revocacao_normal,precisao_T,revocacao_T,precisao_D,revocacao_D,n_amostras
com_outliers,0.8902195608782435,0.9056682475056567,0.8712941460639992,0.7984402066253045,0.0,0.8902195608782435,0.9674935842600513,0.8733590733590734,0.7733333333333333,0.918552036199095,0.7967741935483871,0.9250936329588015,2004
sem_outliers,0.8986125933831377,0.9124020857058422,0.886988174062144,0.818867747918602,0.0,0.8986125933831377,0.9652255639097744,0.8815450643776824,0.7906976744186046,0.9230769230769231,0.8469387755102041,0.9325842696629213,1874
