predicao
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
D
normal
normal
D
D
D
D
D
normal
D
D
D
D
D
D
normal
normal
D
normal
D
normal
normal
D
D
D
normal
T
T
T
T
normal
D
D
D
T
T
D
D
D
D
normal
normal
normal
D
D
T
normal
D
D
D
D
D
normal
normal
D
D
D
D
normal
normal
normal
D
D
D
D
D
D
T
normal
T
D
D
normal
normal
normal
D
D
D
D
D
D
D
normal
normal
normal
normal
normal
normal
D
D
normal
normal
normal
normal
normal
normal
D
D
D
D
D
D
T
T
normal
T
T
D
D
D
D
normal
normal
normal
normal
D
T
T
T
T
T
T
T
T
normal
normal
normal
normal
D
normal
normal
D
D
T
D
D
D
D
D
D
normal
D
normal
normal
normal
normal
normal
normal
normal
normal
T
normal
normal
T
T
T
T
T
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
D
D
D
D
D
D
normal
D
D
D
D
D
D
normal
D
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
D
D
D
D
D
D
normal
D
D
D
D
D
D
D
normal
normal
normal
normal
normal
D
normal
D
normal
normal
D
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
D
D
D
D
normal
normal
normal
normal
T
normal
normal
normal
normal
normal
normal
T
T
T
T
T
T
T
T
normal
T
T
T
normal
normal
T
T
T
normal
T
T
normal
T
normal
normal
normal
normal
normal
normal
T
normal
normal
normal
normal
T
T
T
T
normal
normal
normal
normal
T
T
T
T
T
T
T
normal
D
D
T
T
T
normal
D
normal
D
T
normal
normal
normal
normal
D
normal
normal
D
normal
normal
D
D
T
normal
T
T
normal
normal
normal
normal
normal
normal
normal
normal
D
normal
normal
normal
normal
normal
normal
normal
normal
normal
D
normal
normal
normal
normal
normal
normal
normal
T
normal
D
T
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
D
D
normal
D
normal
normal
normal
normal
normal
normal
normal
normal
T
T
normal
normal
normal
normal
normal
normal
T
normal
normal
normal
normal
T
normal
normal
normal
normal
normal
normal
normal
normal
normal
T
D
D
D
D
D
D
D
D
D
D
D
normal
normal
normal
D
D
D
D
D
D
D
D
D
D
D
D
D
normal
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
normal
D
D
D
normal
D
D
D
D
normal
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
normal
D
D
D
D
normal
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
normal
normal
D
D
D
normal
D
normal
normal
normal
normal
D
D
D
T
normal
normal
normal
D
normal
T
T
T
normal
normal
D
normal
normal
D
normal
D
D
normal
D
D
D
normal
D
T
D
D
D
D
D
D
normal
D
D
D
D
normal
normal
normal
normal
normal
normal
normal
normal
normal
D
normal
normal
normal
normal
D
D
D
D
normal
D
T
T
T
T
T
T
T
D
D
D
D
D
D
D
D
normal
normal
D
D
D
D
T
T
T
D
D
normal
D
D
D
D
T
D
T
T
normal
D
T
normal
D
D
D
D
D
T
D
D
normal
normal
normal
D
D
D
T
T
T
T
normal
normal
normal
D
D
D
D
normal
normal
D
normal
D
normal
normal
D
D
T
T
T
T
normal
normal
normal
D
D
D
D
normal
normal
D
normal
D
normal
normal
D
D
normal
D
normal
T
T
T
T
T
T
T
normal
T
D
normal
T
D
T
normal
normal
normal
normal
normal
D
normal
normal
normal
normal
normal
normal
normal
normal
D
T
normal
normal
normal
T
normal
normal
normal
normal
normal
T
T
normal
normal
normal
T
T
normal
D
normal
T
T
normal
D
T
T
normal
D
D
T
T
T
T
T
D
D
normal
D
T
T
normal
normal
T
normal
normal
normal
T
normal
D
D
T
T
normal
D
normal
normal
D
T
D
normal
D
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
normal
D
D
normal
D
normal
D
D
D
D
D
D
D
D
D
normal
D
D
D
D
normal
normal
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
normal
normal
normal
D
D
D
D
D
D
normal
normal
normal
T
D
D
D
D
D
D
T
T
T
T
D
D
D
D
D
D
D
D
T
T
T
normal
D
T
D
D
normal
normal
T
D
normal
normal
normal
normal
normal
normal
normal
